timestamp,Open,High,Low,Close,Volume,datetime
1.64E+12,62405.07,62410.72,62405.07,62410.55,0.47611,03-11-2021 16:13:08
1.64E+12,62410.71,62410.73,62405.08,62410.73,0.49997,03-11-2021 16:13:09
1.64E+12,62411.39,62416.49,62411.38,62414.1,0.18559,03-11-2021 16:13:10
1.64E+12,62414.11,62451.81,62414.11,62431.77,19.94663,03-11-2021 16:13:11
1.64E+12,62431.78,62441.56,62418.84,62418.85,1.91706,03-11-2021 16:13:12
1.64E+12,62418.85,62425.1,62418.84,62422.11,0.72598,03-11-2021 16:13:13
1.64E+12,62422.11,62422.12,62418.88,62422.1,0.83244,03-11-2021 16:13:14
1.64E+12,62426.41,62426.41,62411.63,62411.63,0.24409,03-11-2021 16:13:15
1.64E+12,62411.64,62460.99,62411.64,62437.32,6.63687,03-11-2021 16:13:16
1.64E+12,62437.31,62437.32,62426.88,62434.19,1.3483,03-11-2021 16:13:17
1.64E+12,62434.2,62448.33,62434.19,62448.33,1.00688,03-11-2021 16:13:18
1.64E+12,62440.85,62484.46,62440.85,62455.01,3.49551,03-11-2021 16:13:19
1.64E+12,62455.01,62459.78,62455,62459.78,0.71933,03-11-2021 16:13:20
1.64E+12,62455,62455.21,62455,62455.21,0.22258,03-11-2021 16:13:21
1.64E+12,62455.21,62459.73,62454.98,62456.57,0.17278,03-11-2021 16:13:22
1.64E+12,62456.57,62467.15,62456.57,62462.85,0.46919,03-11-2021 16:13:23
1.64E+12,62462.84,62462.85,62462.84,62462.84,0.10462,03-11-2021 16:13:24
1.64E+12,62462.85,62462.85,62462.84,62462.84,0.09914,03-11-2021 16:13:25
1.64E+12,62462.84,62462.84,62462.84,62462.84,0.15694,03-11-2021 16:13:26
1.64E+12,62462.85,62462.85,62462.84,62462.85,0.02479,03-11-2021 16:13:27
1.64E+12,62462.84,62473.12,62462.84,62463.81,1.26422,03-11-2021 16:13:28
1.64E+12,62463.76,62471.62,62460,62465.38,0.71666,03-11-2021 16:13:29
1.64E+12,62471.62,62471.62,62465.38,62471.62,0.37256,03-11-2021 16:13:30
1.64E+12,62471.63,62484.42,62471.63,62484.41,1.39614,03-11-2021 16:13:31
1.64E+12,62484.41,62485.1,62471.63,62471.67,3.86746,03-11-2021 16:13:32
1.64E+12,62483.49,62483.49,62480.78,62480.79,0.31903,03-11-2021 16:13:33
1.64E+12,62480.79,62484.35,62478.01,62478.01,0.16955,03-11-2021 16:13:34
1.64E+12,62476.79,62478,62473.33,62476.96,0.1322,03-11-2021 16:13:35
1.64E+12,62473.33,62498,62473.33,62497.99,2.75989,03-11-2021 16:13:36
1.64E+12,62497.99,62497.99,62481.28,62487.91,0.39912,03-11-2021 16:13:37
1.64E+12,62487.92,62487.92,62467.37,62467.37,0.91652,03-11-2021 16:13:38
1.64E+12,62467.36,62470.64,62460.34,62467.42,0.50373,03-11-2021 16:13:39
1.64E+12,62467.42,62486.87,62465.98,62473.34,2.92426,03-11-2021 16:13:40
1.64E+12,62473.34,62494.29,62473.33,62490,3.43964,03-11-2021 16:13:41
1.64E+12,62490,62490.01,62476.1,62476.1,0.70746,03-11-2021 16:13:42
1.64E+12,62476.1,62489.09,62476.1,62481.15,0.16645,03-11-2021 16:13:43
1.64E+12,62481.15,62486.95,62474.67,62474.67,1.32656,03-11-2021 16:13:44
1.64E+12,62474.68,62494.85,62474.68,62475.89,2.21901,03-11-2021 16:13:45
1.64E+12,62475.89,62475.89,62472.01,62475.38,0.0932,03-11-2021 16:13:46
1.64E+12,62475.38,62475.39,62475.37,62475.39,0.10131,03-11-2021 16:13:47
1.64E+12,62477.04,62565.23,62477.04,62523.79,68.22023,03-11-2021 16:13:48
1.64E+12,62523.79,62523.79,62500.01,62500.01,1.60905,03-11-2021 16:13:49
1.64E+12,62500.01,62510.05,62500.01,62503.18,0.66257,03-11-2021 16:13:50
1.64E+12,62503.19,62503.19,62470.63,62476.53,12.12247,03-11-2021 16:13:51
1.64E+12,62476.53,62476.54,62470.64,62476.21,0.9518,03-11-2021 16:13:52
1.64E+12,62476.21,62479.5,62470.66,62473.64,0.72188,03-11-2021 16:13:53
1.64E+12,62473.64,62495.39,62473.64,62487.82,0.49856,03-11-2021 16:13:54
1.64E+12,62487.82,62517.39,62487.81,62511,0.85026,03-11-2021 16:13:55
1.64E+12,62510.92,62510.92,62495.01,62499.01,1.05862,03-11-2021 16:13:56
1.64E+12,62499.01,62504.92,62495,62495,1.01204,03-11-2021 16:13:57
1.64E+12,62495,62495.01,62495,62495.01,0.05527,03-11-2021 16:13:58
1.64E+12,62495.01,62499.81,62492.08,62499.81,0.15217,03-11-2021 16:13:59
1.64E+12,62499.8,62499.8,62493.57,62496.26,0.35071,03-11-2021 16:14:00
1.64E+12,62493.55,62500.1,62493.55,62500.1,0.06647,03-11-2021 16:14:01
1.64E+12,62493.83,62499.55,62493.83,62499.55,0.4622,03-11-2021 16:14:02
1.64E+12,62499.55,62502.65,62499.55,62502.64,0.3708,03-11-2021 16:14:03
1.64E+12,62502.64,62502.65,62499,62499,0.10532,03-11-2021 16:14:04
1.64E+12,62499.01,62499.01,62487,62487,0.58105,03-11-2021 16:14:05
1.64E+12,62487,62487.05,62481.22,62487.05,3.79648,03-11-2021 16:14:06
1.64E+12,62487.04,62487.05,62470.73,62470.73,1.50682,03-11-2021 16:14:07
1.64E+12,62470.72,62470.73,62470.63,62470.64,0.2966,03-11-2021 16:14:08
1.64E+12,62470.64,62470.64,62463.86,62464.37,0.60879,03-11-2021 16:14:09
1.64E+12,62463.86,62464.39,62462.93,62462.93,1.37442,03-11-2021 16:14:10
1.64E+12,62462.93,62464.39,62462.93,62464.38,0.18203,03-11-2021 16:14:11
1.64E+12,62465.58,62466.78,62463.05,62463.05,0.082,03-11-2021 16:14:12
1.64E+12,62463.05,62463.05,62462.93,62462.93,0.01887,03-11-2021 16:14:13
1.64E+12,62462.93,62462.94,62462.93,62462.93,0.30738,03-11-2021 16:14:14
1.64E+12,62462.82,62462.82,62434.55,62436.94,2.5906,03-11-2021 16:14:15
1.64E+12,62444.7,62444.7,62435.07,62435.07,0.84359,03-11-2021 16:14:16
1.64E+12,62435.08,62435.08,62422.11,62422.84,0.58411,03-11-2021 16:14:17
1.64E+12,62422.83,62428.86,62420.97,62420.98,0.49242,03-11-2021 16:14:18
1.64E+12,62420.46,62420.46,62420.03,62420.03,0.38257,03-11-2021 16:14:19
1.64E+12,62420.03,62425.44,62420.02,62425.44,0.46089,03-11-2021 16:14:20
1.64E+12,62425.43,62425.44,62422.81,62422.82,0.12552,03-11-2021 16:14:21
1.64E+12,62422.82,62426,62422.81,62426,0.08253,03-11-2021 16:14:22
1.64E+12,62425.99,62425.99,62420.02,62420.03,0.02172,03-11-2021 16:14:23
1.64E+12,62420.03,62420.03,62420.02,62420.03,0.03975,03-11-2021 16:14:24
1.64E+12,62420.03,62420.03,62420.02,62420.03,0.08584,03-11-2021 16:14:25
1.64E+12,62420.02,62420.03,62420.02,62420.02,0.02608,03-11-2021 16:14:26
1.64E+12,62420.03,62420.03,62420.02,62420.02,0.27576,03-11-2021 16:14:27
1.64E+12,62420.03,62420.03,62420.02,62420.03,0.05897,03-11-2021 16:14:28
1.64E+12,62420.03,62420.03,62420.02,62420.03,0.46493,03-11-2021 16:14:29
1.64E+12,62420.02,62422.81,62420.02,62422.8,0.28749,03-11-2021 16:14:30
1.64E+12,62422.8,62424.07,62422.8,62424.07,0.03417,03-11-2021 16:14:31
1.64E+12,62424.06,62448.97,62424.06,62440.64,8.77387,03-11-2021 16:14:32
1.64E+12,62440.64,62440.65,62432.25,62432.25,0.25836,03-11-2021 16:14:33
1.64E+12,62432.25,62432.25,62431.41,62431.41,0.01309,03-11-2021 16:14:34
1.64E+12,62431.24,62431.24,62431.23,62431.24,0.31482,03-11-2021 16:14:35
1.64E+12,62431.24,62431.24,62431.24,62431.24,0.22201,03-11-2021 16:14:36
1.64E+12,62431.23,62439.19,62431.23,62439.19,0.13938,03-11-2021 16:14:37
1.64E+12,62439.43,62439.43,62433.37,62434.82,0.14998,03-11-2021 16:14:38
1.64E+12,62431.23,62431.24,62431.23,62431.23,0.03596,03-11-2021 16:14:39
1.64E+12,62431.23,62431.23,62422.54,62422.55,0.66236,03-11-2021 16:14:40
1.64E+12,62422.55,62430,62422.54,62430,0.04828,03-11-2021 16:14:41
1.64E+12,62430,62442.38,62430,62442.37,1.58557,03-11-2021 16:14:42
1.64E+12,62442.38,62442.38,62442.37,62442.37,0.28142,03-11-2021 16:14:43
1.64E+12,62442.37,62442.37,62442.37,62442.37,1.45852,03-11-2021 16:14:44
1.64E+12,62440.65,62440.65,62439.19,62439.19,0.62083,03-11-2021 16:14:45
1.64E+12,62439.19,62439.2,62439.19,62439.2,0.12307,03-11-2021 16:14:46
1.64E+12,62439.2,62456.58,62439.19,62439.19,2.14998,03-11-2021 16:14:47
1.64E+12,62441.37,62441.37,62439.19,62439.19,0.12706,03-11-2021 16:14:48
1.64E+12,62439.19,62439.19,62426.89,62426.89,1.06283,03-11-2021 16:14:49
1.64E+12,62426.88,62426.89,62424.81,62424.82,0.05563,03-11-2021 16:14:50
1.64E+12,62424.82,62424.82,62422.81,62424.82,0.54961,03-11-2021 16:14:51
1.64E+12,62426.9,62426.91,62426.9,62426.91,0.11236,03-11-2021 16:14:52
1.64E+12,62426.91,62434.78,62426.91,62432.72,0.32633,03-11-2021 16:14:53
1.64E+12,62435.61,62445,62435.61,62444.99,2.07907,03-11-2021 16:14:54
1.64E+12,62445,62445,62444.99,62444.99,0.07852,03-11-2021 16:14:55
1.64E+12,62444.99,62445,62441.87,62444.62,0.15414,03-11-2021 16:14:56
1.64E+12,62440.99,62444.99,62440.98,62444.99,0.0085,03-11-2021 16:14:57
1.64E+12,62444.98,62444.98,62444.98,62444.98,0.00299,03-11-2021 16:14:58
1.64E+12,62444.99,62473.79,62444.99,62465.26,1.64566,03-11-2021 16:14:59
1.64E+12,62465.26,62467.49,62463.89,62466.03,0.25428,03-11-2021 16:15:00
1.64E+12,62466.03,62466.04,62460.68,62460.69,1.42799,03-11-2021 16:15:01
1.64E+12,62460.69,62460.69,62460.69,62460.69,0.00321,03-11-2021 16:15:02
1.64E+12,62460.69,62460.69,62460.68,62460.68,0.20983,03-11-2021 16:15:03
1.64E+12,62460.68,62460.68,62451,62453.25,0.36795,03-11-2021 16:15:04
1.64E+12,62453.25,62453.26,62440.06,62445.02,0.57678,03-11-2021 16:15:05
1.64E+12,62445.01,62445.02,62431.16,62439.2,0.70934,03-11-2021 16:15:06
1.64E+12,62439.21,62439.21,62439.2,62439.2,0.32594,03-11-2021 16:15:07
1.64E+12,62439.21,62439.64,62439.2,62439.2,1.17946,03-11-2021 16:15:08
1.64E+12,62439.2,62439.21,62439.2,62439.2,0.21266,03-11-2021 16:15:09
1.64E+12,62439.2,62439.21,62429.06,62429.06,0.63493,03-11-2021 16:15:10
1.64E+12,62429.09,62433.72,62429.08,62433.72,0.16962,03-11-2021 16:15:11
1.64E+12,62429.09,62429.13,62419.32,62423.77,2.18276,03-11-2021 16:15:12
1.64E+12,62423.78,62429.13,62423.77,62429.12,0.44556,03-11-2021 16:15:13
1.64E+12,62429.13,62429.13,62429.08,62429.09,0.0407,03-11-2021 16:15:14
1.64E+12,62429.08,62429.09,62429.08,62429.09,0.12703,03-11-2021 16:15:15
1.64E+12,62427.92,62435.34,62420.91,62435.34,1.25008,03-11-2021 16:15:16
1.64E+12,62426.03,62426.03,62419.37,62419.37,0.59448,03-11-2021 16:15:17
1.64E+12,62423.88,62423.88,62419.36,62419.39,0.03617,03-11-2021 16:15:18
1.64E+12,62419.37,62422.99,62413.96,62422.99,0.57391,03-11-2021 16:15:19
1.64E+12,62422.99,62423,62415.57,62415.57,1.18339,03-11-2021 16:15:20
1.64E+12,62420.75,62420.75,62420.26,62420.27,0.01602,03-11-2021 16:15:21
1.64E+12,62420.74,62424,62420.73,62423.99,0.05685,03-11-2021 16:15:22
1.64E+12,62424,62451,62423.99,62430.24,10.57815,03-11-2021 16:15:23
1.64E+12,62434.3,62439.3,62434.29,62439.29,0.14177,03-11-2021 16:15:24
1.64E+12,62439.3,62439.3,62428.53,62428.53,0.16065,03-11-2021 16:15:25
1.64E+12,62428.53,62432.04,62428.53,62432.04,0.14036,03-11-2021 16:15:26
1.64E+12,62430.55,62430.55,62430.54,62430.54,0.13013,03-11-2021 16:15:27
1.64E+12,62430.55,62458.88,62430.54,62434.75,7.95668,03-11-2021 16:15:28
1.64E+12,62434.75,62442.38,62434.75,62434.75,0.73944,03-11-2021 16:15:29
1.64E+12,62439.82,62439.82,62434.83,62434.85,0.1734,03-11-2021 16:15:30
1.64E+12,62437.97,62437.97,62434.85,62434.85,0.36833,03-11-2021 16:15:31
1.64E+12,62434.85,62441.11,62434.85,62437.98,0.08032,03-11-2021 16:15:32
1.64E+12,62443.34,62443.34,62434.76,62435.08,2.23184,03-11-2021 16:15:33
1.64E+12,62435.08,62458.48,62435.08,62440.89,3.06346,03-11-2021 16:15:34
1.64E+12,62440.89,62440.9,62440.89,62440.89,0.31809,03-11-2021 16:15:35
1.64E+12,62440.9,62440.9,62440.89,62440.9,0.12934,03-11-2021 16:15:36
1.64E+12,62440.89,62440.9,62440.89,62440.9,0.08774,03-11-2021 16:15:37
1.64E+12,62440.9,62440.9,62440.89,62440.9,0.12441,03-11-2021 16:15:38
1.64E+12,62440.89,62440.9,62440.89,62440.9,0.01824,03-11-2021 16:15:39
1.64E+12,62440.9,62440.9,62440.89,62440.9,0.06185,03-11-2021 16:15:40
1.64E+12,62440.9,62440.9,62440.89,62440.9,0.04463,03-11-2021 16:15:41
1.64E+12,62440.9,62452.83,62440.01,62451.14,0.98142,03-11-2021 16:15:42
1.64E+12,62451.14,62451.14,62445.65,62445.65,0.04727,03-11-2021 16:15:43
1.64E+12,62445.65,62445.65,62445.64,62445.65,0.08109,03-11-2021 16:15:44
1.64E+12,62445.64,62445.64,62445,62445,0.01148,03-11-2021 16:15:45
1.64E+12,62445.01,62447.46,62444.96,62444.96,0.22563,03-11-2021 16:15:46
1.64E+12,62444.96,62444.96,62444.96,62444.96,0.0116,03-11-2021 16:15:47
1.64E+12,62444.97,62451.15,62437,62442.47,0.8639,03-11-2021 16:15:48
1.64E+12,62443.72,62443.72,62436.01,62436.01,0.25242,03-11-2021 16:15:49
1.64E+12,62436.01,62445.51,62436.01,62445.51,1.54263,03-11-2021 16:15:50
1.64E+12,62445.52,62445.52,62438.14,62438.14,0.47292,03-11-2021 16:15:51
1.64E+12,62438.14,62438.14,62425.01,62426.45,0.57954,03-11-2021 16:15:52
1.64E+12,62426.44,62431.24,62426.44,62428.15,0.43939,03-11-2021 16:15:53
1.64E+12,62428.14,62428.15,62421.22,62421.22,0.36224,03-11-2021 16:15:54
1.64E+12,62421.23,62421.23,62421,62421,0.05609,03-11-2021 16:15:55
1.64E+12,62421.01,62421.01,62421,62421,0.09038,03-11-2021 16:15:56
1.64E+12,62421,62431.13,62420.01,62425.12,1.62624,03-11-2021 16:15:57
1.64E+12,62428.34,62428.34,62422.09,62428.33,0.49322,03-11-2021 16:15:58
1.64E+12,62428.34,62428.34,62423.12,62423.13,0.76043,03-11-2021 16:15:59
1.64E+12,62423.13,62423.13,62421.01,62421.01,0.13685,03-11-2021 16:16:00
1.64E+12,62421,62421.01,62421,62421,0.02034,03-11-2021 16:16:01
1.64E+12,62421,62421.01,62421,62421,0.09949,03-11-2021 16:16:02
1.64E+12,62421.01,62433,62421.01,62423.01,0.6281,03-11-2021 16:16:03
1.64E+12,62423.01,62423.02,62423.01,62423.02,0.0813,03-11-2021 16:16:04
1.64E+12,62423.02,62423.02,62423.01,62423.01,0.02738,03-11-2021 16:16:05
1.64E+12,62423.02,62423.02,62423.01,62423.01,0.02371,03-11-2021 16:16:06
1.64E+12,62423.02,62431.91,62423.02,62426.32,0.68697,03-11-2021 16:16:07
1.64E+12,62426.32,62426.32,62426.31,62426.31,0.10648,03-11-2021 16:16:08
1.64E+12,62426.31,62426.31,62423.02,62423.03,0.01741,03-11-2021 16:16:09
1.64E+12,62423.03,62423.03,62423.02,62423.02,0.04978,03-11-2021 16:16:10
1.64E+12,62423.02,62430.31,62423.02,62423.07,0.44451,03-11-2021 16:16:11
1.64E+12,62423.07,62428.98,62423.07,62428.98,0.25675,03-11-2021 16:16:12
1.64E+12,62428.97,62428.97,62428.93,62428.93,0.00259,03-11-2021 16:16:13
1.64E+12,62428.93,62428.94,62425,62425,0.46672,03-11-2021 16:16:14
1.64E+12,62425,62425,62423.07,62423.97,0.11881,03-11-2021 16:16:15
1.64E+12,62423.96,62423.97,62423.96,62423.97,0.01062,03-11-2021 16:16:16
1.64E+12,62423.97,62423.97,62423.96,62423.97,0.05743,03-11-2021 16:16:17
1.64E+12,62423.96,62429.02,62423.96,62426.56,1.29892,03-11-2021 16:16:18
1.64E+12,62426.63,62426.63,62423.96,62423.96,0.1499,03-11-2021 16:16:19
1.64E+12,62423.97,62426.63,62423.97,62425.08,0.16777,03-11-2021 16:16:20
1.64E+12,62425.09,62425.09,62425.09,62425.09,0.03192,03-11-2021 16:16:21
1.64E+12,62425.09,62429.57,62425.08,62429.35,0.23282,03-11-2021 16:16:22
1.64E+12,62429.34,62436,62426.96,62431.12,0.33507,03-11-2021 16:16:23
1.64E+12,62427.69,62427.69,62425.13,62427.68,0.03088,03-11-2021 16:16:24
1.64E+12,62427.69,62427.7,62427.68,62427.69,0.26902,03-11-2021 16:16:25
1.64E+12,62427.69,62428.14,62427.69,62428.14,0.09784,03-11-2021 16:16:26
1.64E+12,62428.13,62428.14,62428.13,62428.13,0.05919,03-11-2021 16:16:27
1.64E+12,62428.1,62428.1,62423.1,62423.1,0.3192,03-11-2021 16:16:28
1.64E+12,62423.03,62423.03,62423.02,62423.03,0.26064,03-11-2021 16:16:29
1.64E+12,62423.03,62427.71,62423.03,62427.14,0.06979,03-11-2021 16:16:30
1.64E+12,62427.14,62432,62423.87,62431.98,3.28462,03-11-2021 16:16:31
1.64E+12,62431.98,62431.99,62431.98,62431.98,0.09441,03-11-2021 16:16:32
1.64E+12,62431.99,62431.99,62431.98,62431.98,0.11055,03-11-2021 16:16:33
1.64E+12,62431.98,62436,62431.98,62435.99,0.89615,03-11-2021 16:16:34
1.64E+12,62436,62436,62436,62436,0.00098,03-11-2021 16:16:35
1.64E+12,62436,62436,62435.99,62435.99,0.04574,03-11-2021 16:16:36
1.64E+12,62436,62436,62435.99,62435.99,0.08599,03-11-2021 16:16:37
1.64E+12,62436,62436,62435.99,62436,0.03191,03-11-2021 16:16:38
1.64E+12,62436,62439,62436,62439,0.06029,03-11-2021 16:16:39
1.64E+12,62439,62439,62438.99,62439,0.01159,03-11-2021 16:16:40
1.64E+12,62438.99,62438.99,62438.99,62438.99,0.00032,03-11-2021 16:16:41
1.64E+12,62439,62439,62438.99,62438.99,0.01161,03-11-2021 16:16:42
1.64E+12,62438.99,62439,62434,62434.22,0.61021,03-11-2021 16:16:43
1.64E+12,62434.21,62434.22,62434.21,62434.21,0.0327,03-11-2021 16:16:44
1.64E+12,62434.22,62434.25,62434.22,62434.25,0.01299,03-11-2021 16:16:45
1.64E+12,62434.26,62434.26,62434.25,62434.25,0.00623,03-11-2021 16:16:46
1.64E+12,62434.25,62434.25,62432.54,62432.54,0.00757,03-11-2021 16:16:47
1.64E+12,62436.79,62436.79,62434.26,62434.26,0.19406,03-11-2021 16:16:48
1.64E+12,62434.26,62434.26,62432.06,62432.07,0.18455,03-11-2021 16:16:49
1.64E+12,62432.06,62432.06,62432.06,62432.06,0.02319,03-11-2021 16:16:50
1.64E+12,62432.06,62432.07,62432.06,62432.06,0.16321,03-11-2021 16:16:51
1.64E+12,62432.07,62432.07,62428,62428,0.02949,03-11-2021 16:16:52
1.64E+12,62428,62435.66,62428,62435.65,0.26504,03-11-2021 16:16:53
1.64E+12,62429.93,62429.93,62429.92,62429.92,0.11651,03-11-2021 16:16:54
1.64E+12,62429.93,62435.65,62429.93,62435.65,0.07886,03-11-2021 16:16:55
1.64E+12,62435.28,62435.65,62435.19,62435.19,0.22509,03-11-2021 16:16:56
1.64E+12,62435.2,62435.27,62435.19,62435.26,1.03154,03-11-2021 16:16:57
1.64E+12,62435.27,62435.27,62435.26,62435.27,0.03393,03-11-2021 16:16:58
1.64E+12,62435.26,62435.27,62435.26,62435.27,0.03167,03-11-2021 16:16:59
